#Date/Time of Update: 2016-09-08 6:13:26 AM,#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#Team ID,#Team Abbr.,#Team City,#Team Name,#GamesPlayed,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassYards,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoPct,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#GamesStarted,#Safeties,#PassAvg,#Targets
,6094,Adams,Phillip,20,DB,"5'11""",195,1988-07-20,28,"Rock Hill, SC",USA,N,51,NYJ,New York,Jets,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,24,3,0.0,0,1,0,0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,8271,Addae,Jahleel,37,DB,"5'10""",195,,,,,N,75,SD,San Diego,Chargers,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,48,13,1.0,6,0,0,0,0.0,0,0,1,6,0,0,0,2,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,6335,Addison,Mario,97,DE,"6'3""",260,,,,,N,69,CAR,Carolina,Panthers,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,22,12,6.5,79,0,0,0,0.0,0,0,9,79,0,0,0,0,0,2,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,6654,Agnew,Ray,48,RB,"5'10""",245,1991-02-26,25,"Winston-Salem, NC",USA,N,58,CLE,Cleveland,Browns,16,,,,,,,,,,,,,,,,,,2,0.1,2,1.0,0.1,0,2,1,50.0,0,0,0,3,15,5.0,0.9,0,12,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,9
,8842,Aiken,Danny,57,LS,"6'4""",255,1988-08-28,28,"Oxford, CT",USA,N,50,NE,New England,Patriots,15,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0
,6125,Aiken,Kamar,11,WR,"6'2""",215,,,,,N,56,BAL,Baltimore,Ravens,16,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,24,267,11.1,16.7,3,24,15,2,0,0,2,4,2,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,35
,7437,Aikens,Walt,35,CB,"6'1""",208,,,,,N,49,MIA,Miami,Dolphins,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15,2,0.0,0,1,0,43,43.0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,8020,Ajirotutu,Seyi,16,WR,"6'3""",215,1987-06-12,29,"Mountain View, CA",USA,N,75,SD,San Diego,Chargers,16,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,4,45,11.2,2.8,0,45,4,0,0,0,14,18,4,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,12
,6082,Akunne,Derek,7,LB,"6'0""",242,1993-08-17,23,,,N,68,ATL,Atlanta,Falcons,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,7406,Albert,Branden,71,OT,"6'5""",320,,,,,N,49,MIA,Miami,Dolphins,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,7331,Alexander,D.J.,4,LB,"6'2""",233,,,,,N,73,KC,Kansas City,Chiefs,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,6336,Alexander,Frank,90,DE,"6'4""",270,,,,,N,69,CAR,Carolina,Panthers,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0.0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,5988,Alexander,Lorenzo,97,LB,"6'1""",244,1983-05-31,33,"Oakland, CA",USA,N,76,ARI,Arizona,Cardinals,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,2,1.0,3,0,0,0,0.0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,8536,Alexander,Maurice,31,SS,"6'1""",220,,,,,N,77,STL,St. Louis,Rams,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,6095,Alford,Robert,23,CB,"5'10""",186,,,,,N,68,ATL,Atlanta,Falcons,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,31,7,0.0,0,3,0,21,7.0,21,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,7905,Allen,Antonio,39,DB,"6'1""",210,1988-09-23,27,"Ocala, FL",USA,N,51,NYJ,New York,Jets,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,42,5,0.5,8,0,0,0,0.0,0,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,8058,Allen,Beau,94,DT,"6'2""",333,1991-11-14,24,"Eden Prairie, MN",USA,N,54,PHI,Philadelphia,Eagles,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,5,1.5,17,0,0,0,0.0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,8167,Allen,Cortez,28,CB,"6'1""",196,,,,,N,59,PIT,Pittsburgh,Steelers,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,78,19,0.0,0,2,0,27,13.5,27,12,5,9,0,0,0,1,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,7111,Allen,Dwayne,83,TE,"6'3""",265,,,,,N,65,IND,Indianapolis,Colts,12,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,29,393,13.6,32.8,8,232,24,5,1,0,1,2,1,0.0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,50
,6417,Allen,Jared,69,DE,"6'6""",255,1982-04-03,34,"Dallas, TX",USA,N,60,CHI,Chicago,Bears,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,56,19,6.0,35,0,0,0,0.0,0,4,19,46,0,0,0,2,0,2,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,7311,Allen,Jeff,71,T,"6'4""",306,1990-01-08,26,"Chicago, IL",USA,N,73,KC,Kansas City,Chiefs,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,8575,Allen,Josh,61,C,"6'3""",315,,,,,N,71,TB,Tampa Bay,Buccaneers,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,8199,Allen,Keenan,13,WR,"6'2""",211,,,,,N,75,SD,San Diego,Chargers,11,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,65,674,10.4,61.3,4,189,36,6,0,0,5,5,0,0.0,0,0,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,99,9.0,72,0,1,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,104
,7997,Allen,Nate,29,SS,"6'0""",210,1987-11-30,28,"Fort Myers, FL",USA,N,54,PHI,Philadelphia,Eagles,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,57,9,0.0,0,3,0,44,14.7,44,4,1,0,0,0,0,1,0,3,0,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,7639,Allen,Ryan,6,P,"6'2""",220,,,,,N,50,NE,New England,Patriots,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2793,2496,876,46.6,41.6,0,0,9,22,36.7,6,10.0,15,29,297,10.2,0,0,,
,8200,Allen,Torrence,3,WR,"6'0""",183,1991-03-31,25,,,N,75,SD,San Diego,Chargers,3,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,12,109,9.1,36.3,0,37,5,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,17
,7224,Alualu,Tyson,93,DE,"6'3""",295,,,,,N,66,JAC,Jacksonville,Jaguars,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,30,17,2.0,3,0,0,0,0.0,0,0,7,8,0,0,0,0,0,0,0,0,0,1,12,12.0,12,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,7849,Amaro,Jace,88,TE,"6'5""",265,1992-06-26,24,"PLano, TX",USA,N,51,NYJ,New York,Jets,16,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,38,345,9.1,21.6,2,167,20,3,1,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,21.0,21,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,54
,7560,Amendola,Danny,80,WR,"5'11""",190,,,,,N,50,NE,New England,Patriots,15,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,27,200,7.4,13.3,1,110,12,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,518,25.9,276,0,14,2,0,0,16,157,9.8,105,0,2,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,46
,8804,Amerson,David,39,CB,"6'1""",205,1991-12-08,24,"Honolulu, HI",USA,N,55,WAS,Washington,Redskins,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,61,9,0.0,0,0,0,0,0.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,7805,Amukamara,Prince,20,CB,"6'0""",207,1989-06-06,27,"Leominster, MA",USA,N,53,NYG,New York,Giants,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,45,8,0.0,0,1,0,28,28.0,28,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,6742,Anderson,C.J.,22,RB,"5'8""",224,,,,,N,72,DEN,Denver,Broncos,14,,,,,,,,,,,,,,,,,,179,12.8,849,4.7,60.6,8,190,47,26.3,7,0,0,34,324,9.5,23.1,2,164,13,3,1,0,1,1,0,0.0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,44
,7171,Anderson,Colt,32,DB,"5'10""",195,1985-10-25,30,"Butte, MT",USA,N,65,IND,Indianapolis,Colts,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16,3,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
,6293,Anderson,Derek,3,QB,"6'6""",230,,,,,N,69,CAR,Carolina,Panthers,5,97,65,67.0,19.4,701,7.2,140.2,5,5.2,0,0.0,112,6,0,4,17,105.2,8,1.6,24,3.0,4.8,0,16,3,37.5,0,0,2,,,,,,,,,,,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,2,0,-10,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.2,
,8975,Anderson,James,42,OLB,"6'2""",235,1983-09-26,32,"Roanoke Rapids, NC",USA,N,67,TEN,Tennessee,Titans,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,
